Student_ID,Class,Age,Gender,Income,Caste,Parents_Edu,Parents_Occ,HH_Size,First_Gen,Electricity,Internet,Distance_km,Transport,Total_Days,Days_Present,Attendance_%,Monthly_Avg_Att,Prev_%,Midday,Scholarship,Tuition
MR00632,7,12,Male,8000,General,Secondary,Driver,8,No,No,Yes,7,No,220,145,65.9,65,50,Yes,No,Yes
MR00633,7,12,Female,15000,SC,Secondary,Farmer,6,No,No,Yes,4,Yes,220,149,67.7,67,44,Yes,No,No
MR00634,8,13,Male,8000,General,Graduate,Shopkeeper,7,Yes,No,No,4,No,220,209,95,95,65,Yes,Yes,No
MR00635,6,11,Male,12000,ST,Graduate,Farmer,4,No,Yes,No,1,Yes,220,210,95.5,95,58,Yes,No,No
MR00636,6,11,Female,12000,ST,None,Clerk,7,No,Yes,No,2,Yes,220,170,77.3,77,72,Yes,Yes,Yes
MR00637,6,11,Female,6000,SC,Graduate,Shopkeeper,8,Yes,No,Yes,6,No,220,127,57.7,57,53,Yes,Yes,No
MR00638,7,12,Female,12000,General,Primary,Labourer,4,No,No,Yes,5,No,220,185,84.1,84,73,Yes,No,No
MR00639,6,11,Male,6000,General,Graduate,Labourer,4,No,No,Yes,4,Yes,220,190,86.4,86,62,Yes,No,No
MR00640,10,15,Female,8000,ST,Primary,Labourer,8,Yes,No,No,6,Yes,220,158,71.8,71,46,Yes,No,No
MR00641,9,14,Female,8000,ST,Primary,Shopkeeper,6,Yes,No,No,2,Yes,220,125,56.8,56,56,Yes,No,No
MR00642,10,15,Female,8000,ST,Primary,Farmer,7,Yes,No,No,1,Yes,220,145,65.9,65,59,Yes,No,Yes
MR00643,7,12,Male,5000,ST,None,Clerk,7,No,No,Yes,4,No,220,154,70,70,43,Yes,No,No
MR00644,7,12,Female,8000,ST,None,Clerk,6,No,No,No,3,Yes,220,193,87.7,87,73,Yes,Yes,Yes
MR00645,9,14,Male,6000,ST,Secondary,Clerk,8,No,No,Yes,5,No,220,196,89.1,89,68,Yes,Yes,Yes
MR00646,8,13,Female,5000,General,None,Labourer,6,No,No,No,7,Yes,220,164,74.5,74,58,Yes,Yes,No
MR00647,10,15,Male,7000,OBC,Secondary,Labourer,5,Yes,Yes,Yes,4,Yes,220,123,55.9,55,49,Yes,Yes,Yes
MR00648,8,13,Female,7000,General,Primary,Farmer,5,Yes,Yes,No,6,No,220,140,63.6,63,61,Yes,No,Yes
MR00649,9,14,Female,15000,ST,Graduate,Clerk,7,Yes,Yes,No,7,No,220,156,70.9,70,73,Yes,No,Yes
MR00650,10,15,Female,6000,OBC,None,Shopkeeper,8,No,Yes,No,6,No,220,150,68.2,68,48,Yes,No,Yes
MR00651,9,14,Male,12000,ST,None,Labourer,6,Yes,No,Yes,5,Yes,220,204,92.7,92,64,Yes,No,No
MR00652,9,14,Female,15000,ST,None,Labourer,4,No,No,Yes,2,Yes,220,126,57.3,57,58,Yes,No,Yes
MR00653,9,14,Male,5000,ST,Secondary,Clerk,5,No,No,Yes,3,Yes,220,153,69.5,69,64,Yes,No,No
MR00654,9,14,Male,6000,SC,Primary,Farmer,6,No,No,No,6,Yes,220,210,95.5,95,62,Yes,No,No
MR00655,6,11,Female,18000,OBC,None,Driver,7,No,No,Yes,5,Yes,220,124,56.4,56,70,Yes,Yes,No
MR00656,10,15,Female,18000,ST,None,Driver,5,Yes,Yes,Yes,7,No,220,121,55,55,67,Yes,No,No
MR00657,10,15,Female,15000,ST,Graduate,Driver,4,Yes,No,Yes,3,Yes,220,148,67.3,67,52,Yes,Yes,Yes
MR00658,9,14,Male,7000,General,None,Clerk,5,No,No,No,1,Yes,220,141,64.1,64,53,Yes,No,Yes
MR00659,7,12,Male,12000,ST,Graduate,Labourer,4,No,Yes,Yes,1,Yes,220,131,59.5,59,52,Yes,No,No
MR00660,10,15,Male,15000,SC,None,Driver,6,Yes,Yes,Yes,6,Yes,220,183,83.2,83,59,Yes,No,Yes
MR00661,7,12,Female,5000,SC,Graduate,Driver,5,No,Yes,No,6,No,220,209,95,95,68,Yes,No,No
MR00662,6,11,Male,6000,SC,Secondary,Shopkeeper,6,Yes,No,Yes,3,Yes,220,159,72.3,72,63,Yes,No,No
MR00663,9,14,Male,12000,General,None,Shopkeeper,5,No,No,Yes,1,Yes,220,167,75.9,75,54,Yes,Yes,Yes
MR00664,8,13,Male,8000,OBC,Secondary,Driver,6,No,No,Yes,1,Yes,220,146,66.4,66,46,Yes,Yes,No
MR00665,8,13,Male,8000,ST,Graduate,Clerk,6,Yes,No,No,4,Yes,220,169,76.8,76,46,Yes,Yes,No
MR00666,8,13,Male,18000,General,Graduate,Labourer,8,No,No,No,7,Yes,220,169,76.8,76,46,Yes,No,Yes
MR00667,6,11,Female,18000,OBC,None,Clerk,7,No,No,No,2,Yes,220,199,90.5,90,42,Yes,No,Yes
MR00668,8,13,Female,18000,General,Secondary,Shopkeeper,4,No,Yes,No,2,Yes,220,207,94.1,94,72,Yes,No,No
MR00669,10,15,Female,12000,SC,Secondary,Clerk,5,No,No,Yes,4,No,220,199,90.5,90,54,Yes,Yes,No
MR00670,9,14,Female,7000,General,Graduate,Labourer,7,No,Yes,No,5,No,220,143,65,65,67,Yes,No,No
MR00671,6,11,Male,15000,ST,None,Clerk,7,Yes,No,Yes,1,Yes,220,128,58.2,58,46,Yes,No,No
MR00672,9,14,Male,5000,ST,Secondary,Labourer,8,No,No,Yes,5,No,220,197,89.5,89,43,Yes,No,No
MR00673,6,11,Male,5000,SC,None,Shopkeeper,5,No,Yes,No,3,Yes,220,160,72.7,72,56,Yes,No,Yes
MR00674,9,14,Female,18000,General,Secondary,Driver,7,Yes,No,Yes,2,Yes,220,141,64.1,64,71,Yes,Yes,No
MR00675,9,14,Female,8000,SC,Graduate,Farmer,8,No,No,No,2,Yes,220,203,92.3,92,62,Yes,Yes,Yes
MR00676,7,12,Male,15000,SC,None,Clerk,7,Yes,Yes,Yes,2,Yes,220,184,83.6,83,42,Yes,No,Yes
MR00677,8,13,Male,5000,OBC,None,Clerk,8,No,Yes,Yes,2,Yes,220,206,93.6,93,43,Yes,Yes,Yes
MR00678,7,12,Female,5000,SC,Secondary,Clerk,7,No,No,Yes,1,Yes,220,201,91.4,91,56,Yes,Yes,No
MR00679,10,15,Female,12000,ST,None,Clerk,8,No,Yes,No,5,Yes,220,136,61.8,61,44,Yes,No,Yes
MR00680,6,11,Male,12000,ST,None,Shopkeeper,6,Yes,Yes,Yes,6,No,220,194,88.2,88,60,Yes,Yes,No
MR00681,8,13,Female,18000,ST,Secondary,Driver,4,Yes,No,No,3,Yes,220,135,61.4,61,70,Yes,Yes,Yes
MR00682,9,14,Female,8000,ST,None,Shopkeeper,4,No,Yes,Yes,2,Yes,220,201,91.4,91,53,Yes,No,Yes
MR00683,8,13,Male,6000,SC,None,Farmer,5,No,No,Yes,7,Yes,220,160,72.7,72,74,Yes,No,No
MR00684,8,13,Male,12000,SC,Secondary,Driver,4,No,No,No,2,Yes,220,146,66.4,66,41,Yes,No,Yes
MR00685,8,13,Male,5000,SC,Secondary,Driver,7,No,No,No,4,Yes,220,123,55.9,55,57,Yes,Yes,Yes
MR00686,6,11,Female,12000,OBC,Graduate,Shopkeeper,6,No,Yes,No,4,Yes,220,194,88.2,88,69,Yes,No,Yes
MR00687,9,14,Male,6000,OBC,Graduate,Clerk,4,Yes,Yes,Yes,7,No,220,149,67.7,67,56,Yes,No,Yes
MR00688,9,14,Male,18000,ST,Secondary,Farmer,6,No,No,Yes,1,Yes,220,188,85.5,85,74,Yes,No,Yes
MR00689,8,13,Female,15000,ST,None,Clerk,5,Yes,No,No,5,No,220,195,88.6,88,60,Yes,Yes,No
MR00690,9,14,Female,5000,ST,Secondary,Driver,5,No,No,No,2,Yes,220,134,60.9,60,66,Yes,Yes,Yes
MR00691,6,11,Female,6000,SC,Secondary,Farmer,5,Yes,No,No,6,No,220,205,93.2,93,70,Yes,Yes,No
MR00692,7,12,Male,7000,SC,Primary,Shopkeeper,6,Yes,No,No,4,Yes,220,148,67.3,67,56,Yes,Yes,No
MR00693,9,14,Male,5000,ST,Graduate,Driver,8,No,No,No,4,No,220,124,56.4,56,52,Yes,Yes,Yes
MR00694,8,13,Female,8000,General,None,Driver,5,No,No,Yes,2,Yes,220,163,74.1,74,75,Yes,Yes,Yes
MR00695,9,14,Female,8000,General,Primary,Clerk,7,No,Yes,Yes,7,No,220,202,91.8,91,65,Yes,No,Yes
MR00696,6,11,Female,18000,SC,Primary,Driver,8,No,No,Yes,4,No,220,123,55.9,55,53,Yes,No,Yes
MR00697,9,14,Male,5000,SC,Primary,Farmer,7,No,No,Yes,3,Yes,220,143,65,65,74,Yes,Yes,Yes
MR00698,10,15,Female,8000,OBC,Graduate,Labourer,4,No,Yes,No,5,Yes,220,197,89.5,89,51,Yes,No,Yes
MR00699,8,13,Female,12000,OBC,None,Labourer,6,No,Yes,No,2,Yes,220,196,89.1,89,41,Yes,No,No
MR00700,7,12,Female,7000,OBC,None,Labourer,8,No,No,Yes,6,Yes,220,172,78.2,78,45,Yes,Yes,Yes
MR00701,9,14,Male,7000,SC,None,Driver,6,Yes,Yes,No,1,Yes,220,164,74.5,74,61,Yes,Yes,No
MR00702,6,11,Female,8000,ST,None,Shopkeeper,4,No,Yes,Yes,5,Yes,220,174,79.1,79,51,Yes,No,No
MR00703,9,14,Male,5000,ST,Graduate,Clerk,8,No,Yes,Yes,5,No,220,121,55,55,53,Yes,No,Yes
MR00704,10,15,Male,12000,ST,Graduate,Shopkeeper,6,Yes,Yes,No,6,Yes,220,179,81.4,81,52,Yes,Yes,Yes
MR00705,8,13,Male,7000,OBC,Secondary,Clerk,4,No,No,Yes,4,Yes,220,156,70.9,70,69,Yes,No,No
MR00706,8,13,Female,7000,General,Graduate,Shopkeeper,6,No,No,No,1,Yes,220,210,95.5,95,46,Yes,Yes,No
MR00707,8,13,Male,15000,ST,Secondary,Driver,5,No,No,No,3,Yes,220,130,59.1,59,68,Yes,Yes,No
MR00708,8,13,Female,8000,ST,Secondary,Labourer,5,Yes,No,No,7,No,220,157,71.4,71,40,Yes,No,No
MR00709,9,14,Male,8000,ST,Graduate,Labourer,6,Yes,No,Yes,6,Yes,220,128,58.2,58,52,Yes,Yes,No
MR00710,9,14,Female,6000,General,Secondary,Shopkeeper,6,Yes,No,Yes,5,Yes,220,197,89.5,89,59,Yes,No,Yes
MR00711,6,11,Female,12000,SC,Secondary,Clerk,4,No,No,No,1,Yes,220,170,77.3,77,53,Yes,Yes,Yes
MR00712,9,14,Female,7000,OBC,Secondary,Clerk,4,Yes,No,No,2,Yes,220,137,62.3,62,44,Yes,No,Yes
MR00713,9,14,Male,7000,SC,Primary,Driver,7,No,No,Yes,1,Yes,220,164,74.5,74,59,Yes,No,Yes
MR00714,8,13,Male,18000,General,Secondary,Driver,5,No,Yes,No,7,Yes,220,158,71.8,71,58,Yes,No,No
MR00715,8,13,Female,8000,SC,Secondary,Driver,5,No,No,No,7,No,220,171,77.7,77,72,Yes,Yes,Yes
MR00716,6,11,Male,6000,ST,Graduate,Labourer,7,No,No,No,5,Yes,220,177,80.5,80,65,Yes,Yes,Yes
MR00717,8,13,Male,8000,ST,Secondary,Driver,6,No,Yes,No,2,Yes,220,123,55.9,55,44,Yes,Yes,Yes
MR00718,10,15,Male,12000,SC,None,Driver,7,Yes,No,Yes,1,Yes,220,128,58.2,58,49,Yes,Yes,No
MR00719,10,15,Male,7000,General,Secondary,Shopkeeper,4,Yes,Yes,Yes,7,Yes,220,135,61.4,61,69,Yes,No,Yes
MR00720,8,13,Female,8000,ST,Graduate,Labourer,4,Yes,Yes,Yes,2,Yes,220,126,57.3,57,60,Yes,Yes,Yes
MR00721,10,15,Male,15000,General,Secondary,Shopkeeper,8,Yes,No,Yes,6,No,220,158,71.8,71,40,Yes,Yes,Yes
MR00722,7,12,Female,7000,ST,Secondary,Clerk,8,No,Yes,No,5,Yes,220,120,54.5,54,43,Yes,Yes,No
MR00723,8,13,Male,7000,General,None,Labourer,4,Yes,No,No,3,Yes,220,145,65.9,65,53,Yes,No,Yes
MR00724,10,15,Female,6000,SC,Secondary,Labourer,7,No,Yes,No,5,No,220,186,84.5,84,56,Yes,Yes,Yes
MR00725,9,14,Female,18000,SC,Secondary,Labourer,7,No,No,Yes,5,Yes,220,161,73.2,73,52,Yes,Yes,No
MR00726,8,13,Male,6000,General,Secondary,Shopkeeper,6,No,Yes,No,3,Yes,220,209,95,95,43,Yes,Yes,No
MR00727,7,12,Male,7000,General,Secondary,Shopkeeper,5,No,Yes,Yes,4,No,220,122,55.5,55,52,Yes,No,Yes
MR00728,8,13,Female,18000,SC,Primary,Labourer,6,Yes,No,No,1,Yes,220,121,55,55,41,Yes,No,Yes
MR00729,7,12,Female,7000,ST,Graduate,Shopkeeper,7,Yes,Yes,Yes,5,Yes,220,180,81.8,81,53,Yes,Yes,No
MR00730,10,15,Female,7000,General,Secondary,Labourer,4,Yes,Yes,No,4,Yes,220,121,55,55,47,Yes,Yes,No
MR00731,8,13,Male,8000,OBC,Secondary,Farmer,7,No,Yes,Yes,1,Yes,220,124,56.4,56,67,Yes,Yes,No
MR00732,6,11,Female,6000,SC,None,Labourer,5,Yes,No,Yes,5,No,220,188,85.5,85,58,Yes,Yes,No
MR00733,6,11,Female,15000,ST,Secondary,Labourer,5,Yes,No,Yes,2,Yes,220,184,83.6,83,50,Yes,Yes,Yes
MR00734,8,13,Female,7000,SC,Secondary,Farmer,4,No,Yes,Yes,2,Yes,220,136,61.8,61,69,Yes,No,No
MR00735,8,13,Male,12000,General,Secondary,Clerk,4,Yes,Yes,No,6,Yes,220,173,78.6,78,45,Yes,Yes,Yes
MR00736,10,15,Male,7000,OBC,Secondary,Farmer,4,No,Yes,No,7,Yes,220,123,55.9,55,49,Yes,Yes,No
MR00737,6,11,Female,15000,OBC,None,Clerk,5,Yes,No,No,7,Yes,220,189,85.9,85,59,Yes,Yes,No
MR00738,7,12,Male,8000,OBC,Secondary,Shopkeeper,7,Yes,No,Yes,2,Yes,220,184,83.6,83,59,Yes,Yes,No
MR00739,7,12,Female,5000,ST,Secondary,Farmer,6,No,No,No,5,No,220,131,59.5,59,66,Yes,No,Yes
MR00740,9,14,Female,15000,ST,Primary,Clerk,5,No,Yes,Yes,1,Yes,220,127,57.7,57,41,Yes,Yes,No
MR00741,10,15,Male,18000,SC,Graduate,Driver,4,No,Yes,No,6,No,220,177,80.5,80,49,Yes,Yes,No
MR00742,7,12,Male,5000,General,Graduate,Labourer,6,Yes,No,No,7,Yes,220,123,55.9,55,43,Yes,Yes,No
MR00743,7,12,Female,7000,General,Secondary,Shopkeeper,4,No,No,Yes,1,Yes,220,182,82.7,82,50,Yes,Yes,Yes
MR00744,9,14,Male,7000,OBC,None,Clerk,7,Yes,No,Yes,6,Yes,220,210,95.5,95,53,Yes,No,No
MR00745,6,11,Male,7000,OBC,Primary,Clerk,6,No,Yes,Yes,6,No,220,194,88.2,88,41,Yes,No,No
MR00746,10,15,Female,8000,General,None,Shopkeeper,5,Yes,No,Yes,2,Yes,220,192,87.3,87,41,Yes,No,No
MR00747,6,11,Female,15000,General,Primary,Shopkeeper,8,Yes,Yes,Yes,3,Yes,220,136,61.8,61,71,Yes,Yes,Yes
MR00748,6,11,Male,15000,ST,None,Clerk,6,Yes,Yes,Yes,6,Yes,220,125,56.8,56,59,Yes,Yes,No
MR00749,9,14,Male,18000,SC,Graduate,Labourer,7,Yes,No,Yes,5,Yes,220,165,75,75,63,Yes,No,Yes
MR00750,7,12,Female,12000,OBC,None,Driver,5,No,No,Yes,4,Yes,220,143,65,65,72,Yes,Yes,Yes
MR00751,7,12,Female,15000,SC,Secondary,Shopkeeper,6,No,Yes,No,2,Yes,220,121,55,55,53,Yes,No,Yes
MR00752,7,12,Male,15000,OBC,None,Driver,4,Yes,No,No,5,Yes,220,208,94.5,94,61,Yes,No,Yes
MR00753,6,11,Female,6000,General,Secondary,Shopkeeper,8,No,No,Yes,3,Yes,220,168,76.4,76,71,Yes,Yes,No
MR00754,7,12,Male,6000,ST,None,Driver,4,Yes,No,No,1,Yes,220,159,72.3,72,41,Yes,Yes,No
MR00755,9,14,Male,15000,General,None,Farmer,6,Yes,Yes,Yes,5,No,220,209,95,95,50,Yes,Yes,Yes
MR00756,10,15,Male,5000,General,None,Farmer,5,No,Yes,No,6,No,220,205,93.2,93,51,Yes,No,Yes
MR00757,9,14,Female,8000,OBC,Primary,Shopkeeper,7,Yes,Yes,No,5,Yes,220,146,66.4,66,73,Yes,No,Yes
MR00758,9,14,Male,8000,ST,Graduate,Shopkeeper,6,No,No,No,1,Yes,220,136,61.8,61,40,Yes,Yes,Yes
MR00759,10,15,Male,8000,SC,Secondary,Shopkeeper,4,No,Yes,No,4,No,220,141,64.1,64,72,Yes,Yes,Yes
MR00760,10,15,Male,15000,ST,Secondary,Driver,6,Yes,Yes,No,4,Yes,220,122,55.5,55,53,Yes,Yes,Yes
MR00761,9,14,Female,5000,General,None,Shopkeeper,4,Yes,No,Yes,1,Yes,220,190,86.4,86,56,Yes,No,No
MR00762,7,12,Male,15000,OBC,Secondary,Driver,7,No,No,No,4,No,220,123,55.9,55,44,Yes,No,Yes
MR00763,6,11,Male,7000,ST,Primary,Clerk,5,Yes,Yes,Yes,5,Yes,220,184,83.6,83,66,Yes,No,Yes
MR00764,10,15,Male,8000,ST,Secondary,Labourer,7,Yes,Yes,Yes,4,No,220,170,77.3,77,47,Yes,No,No
MR00765,8,13,Female,8000,OBC,Primary,Farmer,8,Yes,Yes,No,5,Yes,220,150,68.2,68,65,Yes,No,Yes
MR00766,7,12,Female,5000,OBC,Primary,Farmer,4,No,No,Yes,6,No,220,189,85.9,85,65,Yes,No,Yes
MR00767,9,14,Female,15000,ST,Primary,Farmer,7,Yes,No,No,2,Yes,220,128,58.2,58,57,Yes,No,Yes
MR00768,8,13,Female,5000,OBC,Secondary,Clerk,6,Yes,No,No,2,Yes,220,128,58.2,58,48,Yes,Yes,No
MR00769,6,11,Female,18000,SC,None,Driver,8,Yes,Yes,No,6,No,220,139,63.2,63,65,Yes,Yes,Yes
MR00770,8,13,Female,8000,ST,None,Clerk,6,Yes,Yes,Yes,3,Yes,220,195,88.6,88,45,Yes,No,Yes
MR00771,8,13,Female,7000,SC,Primary,Farmer,5,Yes,No,Yes,3,Yes,220,147,66.8,66,41,Yes,Yes,No
MR00772,8,13,Male,7000,SC,Primary,Farmer,8,No,Yes,Yes,4,Yes,220,121,55,55,72,Yes,Yes,Yes
MR00773,10,15,Male,5000,OBC,Secondary,Driver,4,Yes,No,No,5,Yes,220,137,62.3,62,48,Yes,Yes,No
MR00774,9,14,Male,5000,SC,None,Clerk,6,Yes,No,No,3,Yes,220,186,84.5,84,54,Yes,No,No
MR00775,10,15,Female,5000,General,Primary,Labourer,7,No,Yes,Yes,2,Yes,220,151,68.6,68,54,Yes,Yes,Yes
MR00776,10,15,Female,7000,ST,Primary,Clerk,6,Yes,Yes,No,7,Yes,220,190,86.4,86,46,Yes,Yes,Yes
MR00777,8,13,Female,15000,General,Secondary,Driver,6,Yes,No,No,6,Yes,220,195,88.6,88,50,Yes,No,Yes
MR00778,8,13,Male,18000,SC,Primary,Farmer,4,Yes,No,No,1,Yes,220,173,78.6,78,41,Yes,No,No
MR00779,7,12,Male,8000,General,Secondary,Labourer,4,No,Yes,No,4,Yes,220,135,61.4,61,59,Yes,Yes,Yes
MR00780,10,15,Female,12000,General,Graduate,Driver,5,Yes,Yes,No,2,Yes,220,195,88.6,88,73,Yes,Yes,No
MR00781,8,13,Male,15000,SC,Primary,Labourer,6,Yes,Yes,Yes,2,Yes,220,157,71.4,71,55,Yes,No,No
MR00782,9,14,Female,5000,ST,Primary,Clerk,5,Yes,Yes,No,5,Yes,220,132,60,60,59,Yes,No,Yes
MR00783,6,11,Male,6000,SC,Primary,Clerk,7,Yes,No,No,4,Yes,220,123,55.9,55,67,Yes,No,Yes
MR00784,7,12,Male,12000,General,Primary,Shopkeeper,6,No,No,Yes,4,No,220,128,58.2,58,48,Yes,No,No
MR00785,8,13,Male,12000,ST,Primary,Shopkeeper,4,Yes,Yes,Yes,4,No,220,183,83.2,83,68,Yes,Yes,Yes
MR00786,6,11,Male,6000,SC,Primary,Shopkeeper,4,Yes,Yes,Yes,6,No,220,155,70.5,70,56,Yes,Yes,No
MR00787,9,14,Female,15000,ST,Primary,Shopkeeper,4,No,No,Yes,6,Yes,220,149,67.7,67,42,Yes,Yes,No
MR00788,8,13,Female,12000,OBC,Secondary,Clerk,5,Yes,Yes,Yes,5,Yes,220,145,65.9,65,57,Yes,Yes,Yes
MR00789,7,12,Male,12000,SC,None,Labourer,8,No,No,No,7,No,220,161,73.2,73,40,Yes,No,No
MR00790,9,14,Male,18000,SC,Secondary,Shopkeeper,7,No,No,Yes,6,Yes,220,209,95,95,42,Yes,Yes,No
MR00791,10,15,Female,18000,ST,None,Driver,4,No,No,Yes,6,Yes,220,202,91.8,91,68,Yes,Yes,Yes
MR00792,10,15,Female,15000,OBC,Primary,Shopkeeper,7,No,Yes,No,6,No,220,163,74.1,74,57,Yes,Yes,No
MR00793,8,13,Female,8000,OBC,None,Shopkeeper,8,Yes,Yes,No,3,Yes,220,144,65.5,65,50,Yes,Yes,No
MR00794,7,12,Male,8000,General,None,Labourer,8,No,No,Yes,2,Yes,220,209,95,95,53,Yes,Yes,Yes
MR00795,6,11,Male,6000,OBC,Secondary,Driver,8,Yes,Yes,No,2,Yes,220,145,65.9,65,65,Yes,No,No
MR00796,10,15,Male,5000,ST,Graduate,Clerk,7,Yes,No,Yes,4,No,220,188,85.5,85,72,Yes,Yes,Yes
MR00797,8,13,Female,18000,ST,None,Labourer,4,No,No,No,6,No,220,162,73.6,73,64,Yes,Yes,No
MR00798,8,13,Male,6000,OBC,None,Shopkeeper,5,Yes,No,No,7,No,220,123,55.9,55,42,Yes,Yes,Yes
MR00799,10,15,Male,12000,OBC,Graduate,Driver,8,Yes,No,No,2,Yes,220,196,89.1,89,46,Yes,No,No
MR00800,10,15,Male,7000,SC,Graduate,Driver,6,Yes,No,No,6,No,220,187,85,85,68,Yes,Yes,No
MR00801,6,11,Female,6000,ST,Graduate,Farmer,8,No,No,No,6,Yes,220,135,61.4,61,56,Yes,Yes,No
MR00802,9,14,Male,18000,General,Secondary,Shopkeeper,4,No,No,Yes,3,Yes,220,174,79.1,79,74,Yes,Yes,No
MR00803,8,13,Female,8000,OBC,Primary,Farmer,6,No,No,No,3,Yes,220,199,90.5,90,56,Yes,No,No
MR00804,6,11,Female,18000,SC,Secondary,Shopkeeper,7,No,No,No,1,Yes,220,145,65.9,65,47,Yes,Yes,No
MR00805,7,12,Male,15000,General,Secondary,Farmer,5,No,No,Yes,7,No,220,150,68.2,68,52,Yes,Yes,Yes
MR00806,9,14,Female,15000,General,None,Shopkeeper,6,No,Yes,No,2,Yes,220,203,92.3,92,69,Yes,Yes,Yes
MR00807,9,14,Female,8000,OBC,Primary,Shopkeeper,8,No,No,Yes,1,Yes,220,198,90,90,67,Yes,No,Yes
MR00808,6,11,Female,18000,General,Secondary,Clerk,8,No,Yes,No,2,Yes,220,166,75.5,75,45,Yes,Yes,No
MR00809,10,15,Female,6000,SC,Secondary,Clerk,8,Yes,No,No,2,Yes,220,121,55,55,74,Yes,No,Yes
MR00810,10,15,Male,5000,General,Primary,Farmer,5,No,Yes,No,2,Yes,220,205,93.2,93,61,Yes,No,Yes
MR00811,10,15,Male,7000,General,None,Farmer,7,No,No,Yes,5,Yes,220,148,67.3,67,43,Yes,Yes,Yes
MR00812,10,15,Male,6000,SC,None,Driver,6,Yes,Yes,Yes,2,Yes,220,201,91.4,91,74,Yes,No,Yes
MR00813,10,15,Female,18000,General,Secondary,Labourer,4,No,No,Yes,7,Yes,220,127,57.7,57,40,Yes,No,Yes
MR00814,8,13,Male,5000,General,Graduate,Shopkeeper,5,Yes,Yes,Yes,6,Yes,220,178,80.9,80,56,Yes,No,Yes
MR00815,7,12,Female,7000,General,Graduate,Clerk,5,No,No,No,2,Yes,220,130,59.1,59,67,Yes,No,Yes
MR00816,9,14,Female,15000,General,Primary,Farmer,5,No,No,No,4,No,220,135,61.4,61,44,Yes,Yes,No
MR00817,7,12,Female,6000,SC,Primary,Labourer,7,Yes,No,Yes,3,Yes,220,168,76.4,76,45,Yes,No,No
MR00818,10,15,Male,15000,SC,None,Farmer,4,Yes,Yes,No,4,Yes,220,201,91.4,91,49,Yes,No,Yes
MR00819,9,14,Female,6000,General,Primary,Clerk,6,Yes,Yes,No,7,Yes,220,132,60,60,72,Yes,No,No
MR00820,10,15,Female,15000,General,None,Shopkeeper,5,Yes,Yes,Yes,6,Yes,220,205,93.2,93,63,Yes,No,No
MR00821,7,12,Female,5000,General,Graduate,Driver,7,No,No,Yes,3,Yes,220,183,83.2,83,59,Yes,No,Yes
MR00822,8,13,Male,15000,General,Secondary,Labourer,5,Yes,Yes,No,7,No,220,151,68.6,68,71,Yes,No,No
MR00823,7,12,Male,5000,General,None,Farmer,8,Yes,Yes,Yes,3,Yes,220,202,91.8,91,41,Yes,Yes,No
MR00824,6,11,Male,6000,General,None,Shopkeeper,8,Yes,Yes,Yes,2,Yes,220,130,59.1,59,42,Yes,No,No
MR00825,7,12,Male,6000,ST,Secondary,Clerk,8,No,Yes,No,4,No,220,179,81.4,81,43,Yes,No,No
MR00826,6,11,Female,12000,OBC,None,Farmer,6,Yes,No,No,6,No,220,125,56.8,56,46,Yes,No,Yes
MR00827,6,11,Female,12000,ST,Primary,Driver,4,No,No,Yes,1,Yes,220,171,77.7,77,50,Yes,No,No
MR00828,7,12,Male,18000,OBC,Primary,Shopkeeper,6,Yes,No,No,2,Yes,220,127,57.7,57,69,Yes,No,No
MR00829,8,13,Female,6000,OBC,Primary,Clerk,6,No,Yes,Yes,7,Yes,220,208,94.5,94,48,Yes,Yes,Yes
MR00830,9,14,Male,7000,OBC,Graduate,Farmer,8,No,Yes,Yes,4,No,220,188,85.5,85,47,Yes,Yes,Yes
MR00831,8,13,Male,15000,SC,Secondary,Driver,7,Yes,Yes,No,5,No,220,184,83.6,83,52,Yes,No,No
MR00832,7,12,Male,7000,ST,Primary,Driver,4,No,Yes,Yes,5,Yes,220,145,65.9,65,74,Yes,No,No
MR00833,8,13,Female,15000,SC,Graduate,Labourer,7,No,No,No,3,Yes,220,129,58.6,58,72,Yes,Yes,Yes
MR00834,10,15,Female,18000,OBC,None,Shopkeeper,6,Yes,No,No,3,Yes,220,166,75.5,75,70,Yes,No,Yes
MR00835,10,15,Female,12000,General,Primary,Shopkeeper,4,No,No,Yes,1,Yes,220,192,87.3,87,63,Yes,Yes,Yes
MR00836,6,11,Male,12000,ST,Primary,Labourer,7,No,No,Yes,4,Yes,220,172,78.2,78,40,Yes,No,No
MR00837,10,15,Female,5000,OBC,Graduate,Clerk,8,Yes,Yes,No,7,No,220,121,55,55,60,Yes,No,No
MR00838,6,11,Female,8000,SC,Secondary,Clerk,8,Yes,No,No,3,Yes,220,131,59.5,59,46,Yes,No,Yes
MR00839,7,12,Female,6000,ST,Graduate,Clerk,5,Yes,Yes,No,5,Yes,220,164,74.5,74,58,Yes,No,No
MR00840,7,12,Male,18000,General,None,Clerk,6,Yes,Yes,Yes,6,Yes,220,202,91.8,91,50,Yes,No,Yes
MR00841,6,11,Female,12000,SC,Primary,Clerk,7,Yes,Yes,No,1,Yes,220,159,72.3,72,69,Yes,No,No
MR00842,7,12,Male,8000,ST,Secondary,Shopkeeper,5,Yes,No,Yes,1,Yes,220,146,66.4,66,41,Yes,No,Yes
MR00843,8,13,Male,15000,General,Primary,Shopkeeper,6,No,Yes,Yes,7,Yes,220,198,90,90,68,Yes,Yes,No
